Player,Team,ACS,KD_ratio,ADR,HS%,event,Region
Sayf,VIT,214.2,1.22,138.5,26.0,VCT 2025: EMEA Kickoff,EMEA
sociablEE,BBL,228.5,1.12,144.8,22.0,VCT 2025: EMEA Kickoff,EMEA
Avez,KC,208.8,1.08,135.0,36.0,VCT 2025: EMEA Kickoff,EMEA
Wo0t,TH,205.1,1.03,136.8,35.0,VCT 2025: EMEA Kickoff,EMEA
Ruxic,NAVI,216.0,1.04,136.7,26.0,VCT 2025: EMEA Kickoff,EMEA
Less,VIT,196.3,1.15,126.5,30.0,VCT 2025: EMEA Kickoff,EMEA
SUYGETSU,KC,194.2,1.1,122.7,42.0,VCT 2025: EMEA Kickoff,EMEA
Shao,NAVI,183.8,1.14,120.7,29.0,VCT 2025: EMEA Kickoff,EMEA
Cloud,GX,206.1,1.03,139.5,30.0,VCT 2025: EMEA Kickoff,EMEA
kamyk,TL,201.9,1.1,132.9,25.0,VCT 2025: EMEA Kickoff,EMEA
Chronicle,FNC,195.8,1.1,131.1,24.0,VCT 2025: EMEA Kickoff,EMEA
RieNs,TH,205.4,1.02,137.4,43.0,VCT 2025: EMEA Kickoff,EMEA
PROFEK,BBL,200.7,1.07,133.8,30.0,VCT 2025: EMEA Kickoff,EMEA
xeus,FUT,231.8,1.09,148.7,38.0,VCT 2025: EMEA Kickoff,EMEA
Kada,M8,181.9,1.03,113.7,36.0,VCT 2025: EMEA Kickoff,EMEA
trexx,VIT,194.2,1.01,128.3,17.0,VCT 2025: EMEA Kickoff,EMEA
Click,M8,209.6,1.12,134.1,38.0,VCT 2025: EMEA Kickoff,EMEA
Kicks,VIT,194.7,1.0,117.7,29.0,VCT 2025: EMEA Kickoff,EMEA
paTiTek,TL,173.8,0.98,116.2,26.0,VCT 2025: EMEA Kickoff,EMEA
Zyppan,M8,179.6,0.91,120.8,31.0,VCT 2025: EMEA Kickoff,EMEA
kamo,TL,219.6,1.05,143.6,27.0,VCT 2025: EMEA Kickoff,EMEA
nAts,TL,200.0,1.02,135.0,29.0,VCT 2025: EMEA Kickoff,EMEA
tomaszy,GX,182.5,0.91,120.8,30.0,VCT 2025: EMEA Kickoff,EMEA
saadhak,KC,183.9,0.97,119.2,26.0,VCT 2025: EMEA Kickoff,EMEA
Filu,MKOI,228.8,0.99,149.9,28.0,VCT 2025: EMEA Kickoff,EMEA
purp0,GX,218.5,1.02,143.5,37.0,VCT 2025: EMEA Kickoff,EMEA
Elite,KC,170.1,0.96,117.9,40.0,VCT 2025: EMEA Kickoff,EMEA
Boaster,FNC,169.9,0.91,110.8,23.0,VCT 2025: EMEA Kickoff,EMEA
marteen,KC,204.2,0.97,134.6,28.0,VCT 2025: EMEA Kickoff,EMEA
Jamppi,BBL,189.0,0.88,127.9,29.0,VCT 2025: EMEA Kickoff,EMEA
MiniBoo,TH,197.3,0.92,131.4,33.0,VCT 2025: EMEA Kickoff,EMEA
LewN,BBL,205.3,0.98,132.8,36.0,VCT 2025: EMEA Kickoff,EMEA
AvovA,APK,175.4,0.85,117.1,35.0,VCT 2025: EMEA Kickoff,EMEA
soulcas,MKOI,184.8,0.93,125.3,33.0,VCT 2025: EMEA Kickoff,EMEA
MrFaliN,FUT,164.8,0.84,109.7,23.0,VCT 2025: EMEA Kickoff,EMEA
grubinho,MKOI,168.3,0.89,104.5,26.0,VCT 2025: EMEA Kickoff,EMEA
qRaxs,FUT,178.6,0.85,117.8,26.0,VCT 2025: EMEA Kickoff,EMEA
oderus,APK,184.5,0.91,132.5,38.0,VCT 2025: EMEA Kickoff,EMEA
RobbieBk,M8,154.3,0.77,111.0,28.0,VCT 2025: EMEA Kickoff,EMEA
runneR,GX,170.6,0.81,110.4,24.0,VCT 2025: EMEA Kickoff,EMEA
AtaKaptan,FUT,170.8,0.79,110.8,27.0,VCT 2025: EMEA Kickoff,EMEA
crashies,FNC,155.3,0.91,112.0,34.0,VCT 2025: EMEA Kickoff,EMEA
koalanoob,NAVI,200.7,0.94,133.8,23.0,VCT 2025: EMEA Kickoff,EMEA
hiro,NAVI,168.7,0.86,120.5,29.0,VCT 2025: EMEA Kickoff,EMEA
Boo,TH,156.3,0.76,104.6,38.0,VCT 2025: EMEA Kickoff,EMEA
MOLSI,APK,149.6,0.7,100.9,27.0,VCT 2025: EMEA Kickoff,EMEA
sheydos,MKOI,154.3,0.75,111.7,27.0,VCT 2025: EMEA Kickoff,EMEA
hype,APK,172.6,0.79,116.9,29.0,VCT 2025: EMEA Kickoff,EMEA
westside,GX,164.4,0.78,111.2,36.0,VCT 2025: EMEA Kickoff,EMEA
benjyfishy,TH,161.6,0.8,113.5,36.0,VCT 2025: EMEA Kickoff,EMEA
vakk,BBL,150.5,0.77,97.4,32.0,VCT 2025: EMEA Kickoff,EMEA
flyuh,MKOI,168.7,0.77,112.5,24.0,VCT 2025: EMEA Kickoff,EMEA
batujnax,APK,155.7,0.73,103.0,19.0,VCT 2025: EMEA Kickoff,EMEA
ANGE1,NAVI,148.0,0.63,99.5,29.0,VCT 2025: EMEA Kickoff,EMEA
penny,FUR,266.0,1.68,165.9,24.0,VCT 2025: Americas Kickoff,Americas
mada,NRG,277.3,1.37,173.6,22.0,VCT 2025: Americas Kickoff,Americas
bdog,FUR,212.5,1.33,125.5,35.0,VCT 2025: Americas Kickoff,Americas
aspas,MIBR,248.8,1.38,163.4,23.0,VCT 2025: Americas Kickoff,Americas
trent,G2,217.2,1.42,150.7,28.0,VCT 2025: Americas Kickoff,Americas
Shyy,KRÜ,213.1,1.22,141.9,28.0,VCT 2025: Americas Kickoff,Americas
leaf,G2,230.0,1.27,151.6,27.0,VCT 2025: Americas Kickoff,Americas
dgzin,LOUD,238.9,1.35,156.1,26.0,VCT 2025: Americas Kickoff,Americas
jakee,FUR,221.0,1.16,141.7,25.0,VCT 2025: Americas Kickoff,Americas
gobera,2G,239.5,1.07,157.2,32.0,VCT 2025: Americas Kickoff,Americas
Cryocells,100T,233.9,1.2,154.1,29.0,VCT 2025: Americas Kickoff,Americas
Melser,KRÜ,204.0,1.23,125.7,33.0,VCT 2025: Americas Kickoff,Americas
s0m,NRG,215.0,1.1,134.1,24.0,VCT 2025: Americas Kickoff,Americas
Khalil,FUR,211.3,1.07,137.1,39.0,VCT 2025: Americas Kickoff,Americas
eeiu,100T,198.1,1.21,129.0,41.0,VCT 2025: Americas Kickoff,Americas
johnqt,SEN,186.5,1.05,127.9,27.0,VCT 2025: Americas Kickoff,Americas
kiNgg,LEV,216.0,1.08,138.4,32.0,VCT 2025: Americas Kickoff,Americas
pANcada,LOUD,193.4,1.08,129.0,39.0,VCT 2025: Americas Kickoff,Americas
stellar,FUR,204.5,1.21,143.3,19.0,VCT 2025: Americas Kickoff,Americas
JonahP,G2,178.9,1.04,113.7,24.0,VCT 2025: Americas Kickoff,Americas
nataNk,LEV,207.1,1.07,136.9,25.0,VCT 2025: Americas Kickoff,Americas
Asuna,100T,234.3,1.08,149.7,22.0,VCT 2025: Americas Kickoff,Americas
zekken,SEN,219.7,1.1,144.3,23.0,VCT 2025: Americas Kickoff,Americas
xenom,MIBR,182.6,1.03,118.2,31.0,VCT 2025: Americas Kickoff,Americas
keznit,KRÜ,214.6,1.1,137.9,22.0,VCT 2025: Americas Kickoff,Americas
tex,LEV,186.6,1.09,123.3,36.0,VCT 2025: Americas Kickoff,Americas
valyn,G2,187.5,1.03,122.8,20.0,VCT 2025: Americas Kickoff,Americas
supamen,EG,190.0,1.01,123.2,35.0,VCT 2025: Americas Kickoff,Americas
Zellsis,SEN,200.2,0.97,129.9,24.0,VCT 2025: Americas Kickoff,Americas
Ethan,NRG,188.0,0.94,123.4,27.0,VCT 2025: Americas Kickoff,Americas
N4RRATE,SEN,193.5,0.95,124.8,23.0,VCT 2025: Americas Kickoff,Americas
bang,SEN,189.4,0.96,123.8,34.0,VCT 2025: Americas Kickoff,Americas
v1c,C9,174.0,0.91,115.2,24.0,VCT 2025: Americas Kickoff,Americas
yay,EG,193.7,0.96,129.3,30.0,VCT 2025: Americas Kickoff,Americas
jawgemo,G2,217.3,0.99,136.7,18.0,VCT 2025: Americas Kickoff,Americas
Xeppaa,C9,194.6,0.93,131.4,21.0,VCT 2025: Americas Kickoff,Americas
NaturE,EG,171.7,0.9,117.3,25.0,VCT 2025: Americas Kickoff,Americas
adverso,KRÜ,186.3,0.93,122.3,19.0,VCT 2025: Americas Kickoff,Americas
C0M,LEV,195.9,0.97,132.2,21.0,VCT 2025: Americas Kickoff,Americas
icy,EG,216.5,0.96,141.0,21.0,VCT 2025: Americas Kickoff,Americas
cauanzin,LOUD,211.4,0.93,138.0,28.0,VCT 2025: Americas Kickoff,Americas
Verno,NRG,172.1,0.97,114.4,33.0,VCT 2025: Americas Kickoff,Americas
nzr,MIBR,172.3,0.86,118.8,27.0,VCT 2025: Americas Kickoff,Americas
Demon1,LEV,198.1,0.93,137.2,26.0,VCT 2025: Americas Kickoff,Americas
Add3r,FUR,194.5,1.0,126.2,33.0,VCT 2025: Americas Kickoff,Americas
Mazino,KRÜ,182.5,0.89,118.3,27.0,VCT 2025: Americas Kickoff,Americas
zander,100T,171.6,0.88,106.7,25.0,VCT 2025: Americas Kickoff,Americas
tuyz,LOUD,158.6,0.84,103.0,31.0,VCT 2025: Americas Kickoff,Americas
v1nny,LOUD,153.8,0.82,108.2,34.0,VCT 2025: Americas Kickoff,Americas
OXY,C9,222.0,0.93,145.7,23.0,VCT 2025: Americas Kickoff,Americas
mwzera,FUR,166.3,0.8,111.6,18.0,VCT 2025: Americas Kickoff,Americas
cortezia,MIBR,184.4,0.92,125.6,34.0,VCT 2025: Americas Kickoff,Americas
havoc,FUR,220.0,0.86,146.8,24.0,VCT 2025: Americas Kickoff,Americas
artzin,MIBR,192.8,0.84,126.4,18.0,VCT 2025: Americas Kickoff,Americas
Derrek,EG,174.8,0.83,115.3,35.0,VCT 2025: Americas Kickoff,Americas
neT,C9,174.7,0.86,116.2,40.0,VCT 2025: Americas Kickoff,Americas
mitch,C9,163.0,0.71,103.2,20.0,VCT 2025: Americas Kickoff,Americas
lz,2G,171.3,0.74,118.0,44.0,VCT 2025: Americas Kickoff,Americas
FiNESSE,NRG,145.1,0.68,99.6,18.0,VCT 2025: Americas Kickoff,Americas
heat,FUR,172.5,0.83,116.1,41.0,VCT 2025: Americas Kickoff,Americas
silentzz,2G,188.5,0.71,122.1,40.0,VCT 2025: Americas Kickoff,Americas
pryze,2G,149.5,0.62,96.0,23.0,VCT 2025: Americas Kickoff,Americas
Boostio,100T,138.0,0.68,85.7,23.0,VCT 2025: Americas Kickoff,Americas
raafa,FUR,136.3,0.56,93.7,21.0,VCT 2025: Americas Kickoff,Americas
Zap,2G,128.3,0.49,92.8,19.0,VCT 2025: Americas Kickoff,Americas
Karon,GEN,205.2,1.25,135.9,32.0,VCT 2025: Pacific Kickoff,Pacific
Jemkin,RRQ,257.4,1.29,164.2,27.0,VCT 2025: Pacific Kickoff,Pacific
Meiy,DFM,240.4,1.21,161.3,31.0,VCT 2025: Pacific Kickoff,Pacific
primmie,TLN,234.8,1.3,152.2,36.0,VCT 2025: Pacific Kickoff,Pacific
free1ng,DRX,222.2,1.24,146.5,29.0,VCT 2025: Pacific Kickoff,Pacific
BerserX,BME,208.8,1.19,145.1,25.0,VCT 2025: Pacific Kickoff,Pacific
Kushy,RRQ,222.2,1.14,142.6,34.0,VCT 2025: Pacific Kickoff,Pacific
MaKo,DRX,204.8,1.09,134.8,26.0,VCT 2025: Pacific Kickoff,Pacific
f0rsakeN,PRX,221.6,1.1,148.5,35.0,VCT 2025: Pacific Kickoff,Pacific
Ivy,NS,195.8,1.16,124.4,30.0,VCT 2025: Pacific Kickoff,Pacific
HYUNMIN,DRX,245.4,1.15,165.5,28.0,VCT 2025: Pacific Kickoff,Pacific
Francis,NS,218.8,1.07,144.7,23.0,VCT 2025: Pacific Kickoff,Pacific
Kr1stal,GE,207.3,1.07,139.0,24.0,VCT 2025: Pacific Kickoff,Pacific
JessieVash,TS,217.8,1.09,155.5,36.0,VCT 2025: Pacific Kickoff,Pacific
Persia,NS,191.2,1.06,125.5,27.0,VCT 2025: Pacific Kickoff,Pacific
JitBoyS,TLN,190.2,1.08,125.0,34.0,VCT 2025: Pacific Kickoff,Pacific
Estrella,RRQ,181.4,1.04,122.0,31.0,VCT 2025: Pacific Kickoff,Pacific
BuZz,T1,236.6,1.08,154.8,19.0,VCT 2025: Pacific Kickoff,Pacific
Jinggg,PRX,218.1,1.1,143.6,20.0,VCT 2025: Pacific Kickoff,Pacific
Dep,ZETA,227.0,1.03,135.2,28.0,VCT 2025: Pacific Kickoff,Pacific
Famouz,BME,230.5,1.07,142.9,13.0,VCT 2025: Pacific Kickoff,Pacific
Munchkin,GEN,202.4,1.03,130.3,24.0,VCT 2025: Pacific Kickoff,Pacific
carpe,T1,180.8,0.91,117.9,34.0,VCT 2025: Pacific Kickoff,Pacific
yoman,GEN,172.1,1.0,108.5,30.0,VCT 2025: Pacific Kickoff,Pacific
Akame,DFM,201.9,0.94,129.5,31.0,VCT 2025: Pacific Kickoff,Pacific
d4v41,PRX,194.0,0.99,139.0,32.0,VCT 2025: Pacific Kickoff,Pacific
dos9,BME,180.2,0.9,114.6,28.0,VCT 2025: Pacific Kickoff,Pacific
iZu,T1,183.5,1.02,126.7,28.0,VCT 2025: Pacific Kickoff,Pacific
Papi,GE,174.0,0.99,112.8,39.0,VCT 2025: Pacific Kickoff,Pacific
stax,T1,169.7,0.93,116.8,26.0,VCT 2025: Pacific Kickoff,Pacific
Monyet,RRQ,187.9,1.02,120.3,31.0,VCT 2025: Pacific Kickoff,Pacific
t3xture,GEN,222.4,1.12,141.8,24.0,VCT 2025: Pacific Kickoff,Pacific
something,PRX,210.4,1.01,131.3,22.0,VCT 2025: Pacific Kickoff,Pacific
UdoTan,GE,217.9,1.0,138.5,26.0,VCT 2025: Pacific Kickoff,Pacific
Foxy9,GEN,194.5,1.03,125.3,34.0,VCT 2025: Pacific Kickoff,Pacific
xffero,RRQ,180.6,1.02,121.3,27.0,VCT 2025: Pacific Kickoff,Pacific
margaret,NS,180.7,0.96,122.0,28.0,VCT 2025: Pacific Kickoff,Pacific
BeYN,DRX,159.9,0.88,106.1,27.0,VCT 2025: Pacific Kickoff,Pacific
Flashback,DRX,183.9,0.95,121.8,24.0,VCT 2025: Pacific Kickoff,Pacific
Sylvan,T1,176.3,0.87,118.7,26.0,VCT 2025: Pacific Kickoff,Pacific
Meteor,T1,203.2,0.97,136.6,28.0,VCT 2025: Pacific Kickoff,Pacific
Shiro,BME,174.5,0.82,114.0,20.0,VCT 2025: Pacific Kickoff,Pacific
Jinboong,DFM,169.6,0.92,111.8,34.0,VCT 2025: Pacific Kickoff,Pacific
gyen,DFM,168.0,0.9,110.1,27.0,VCT 2025: Pacific Kickoff,Pacific
mindfreak,PRX,168.6,0.83,110.9,30.0,VCT 2025: Pacific Kickoff,Pacific
invy,TS,173.8,0.8,117.1,32.0,VCT 2025: Pacific Kickoff,Pacific
ban,TLN,183.7,0.94,117.4,34.0,VCT 2025: Pacific Kickoff,Pacific
Jremy,TS,215.3,1.0,130.4,26.0,VCT 2025: Pacific Kickoff,Pacific
Deryeon,GE,155.3,0.89,107.4,26.0,VCT 2025: Pacific Kickoff,Pacific
Dambi,NS,218.5,0.88,135.7,20.0,VCT 2025: Pacific Kickoff,Pacific
Art,DFM,177.0,0.8,115.6,19.0,VCT 2025: Pacific Kickoff,Pacific
kellyS,GE,175.1,0.79,118.4,25.0,VCT 2025: Pacific Kickoff,Pacific
2GE,TS,166.0,0.81,101.6,16.0,VCT 2025: Pacific Kickoff,Pacific
Wild0reoo,TS,164.0,0.76,112.8,33.0,VCT 2025: Pacific Kickoff,Pacific
SugarZ3ro,ZETA,175.8,0.72,114.3,33.0,VCT 2025: Pacific Kickoff,Pacific
CLZ,ZETA,142.0,0.65,95.7,37.0,VCT 2025: Pacific Kickoff,Pacific
Crws,TLN,146.1,0.71,96.1,25.0,VCT 2025: Pacific Kickoff,Pacific
Governor,TLN,173.6,0.77,111.6,19.0,VCT 2025: Pacific Kickoff,Pacific
SyouTa,ZETA,177.8,0.76,114.1,44.0,VCT 2025: Pacific Kickoff,Pacific
NcSlasher,BME,147.5,0.71,97.3,31.0,VCT 2025: Pacific Kickoff,Pacific
Xdll,ZETA,174.0,0.7,115.4,33.0,VCT 2025: Pacific Kickoff,Pacific
Rarga,XLG,242.2,1.14,,,VCT 2025: China Kickoff,China
Autumn,FPX,204.9,1.02,,,VCT 2025: China Kickoff,China
K1ra,AG,181.8,0.77,,,VCT 2025: China Kickoff,China
Lsn,AG,164.8,0.81,,,VCT 2025: China Kickoff,China
SWERL,NOVA,219.8,1.08,,,VCT 2025: China Kickoff,China
o0o0o,NOVA,143.9,0.69,,,VCT 2025: China Kickoff,China
cb,NOVA,214.9,1.05,,,VCT 2025: China Kickoff,China
GuanG,NOVA,225.3,1.3,,,VCT 2025: China Kickoff,China
Ezeir,NOVA,223.4,1.07,,,VCT 2025: China Kickoff,China
Knight,BLG,192.2,1.0,,,VCT 2025: China Kickoff,China
whzy,BLG,206.7,0.98,,,VCT 2025: China Kickoff,China
nephh,BLG,228.5,1.06,,,VCT 2025: China Kickoff,China
Levius,BLG,167.2,0.85,,,VCT 2025: China Kickoff,China
rushia,BLG,163.2,0.86,,,VCT 2025: China Kickoff,China
Life,FPX,242.9,1.11,,,VCT 2025: China Kickoff,China
deLb,AG,210.4,1.01,,,VCT 2025: China Kickoff,China
yosemite,FPX,216.4,1.13,,,VCT 2025: China Kickoff,China
BerLIN,FPX,155.1,0.75,,,VCT 2025: China Kickoff,China
AAAAY,FPX,192.3,1.04,,,VCT 2025: China Kickoff,China
Biank,TE,211.1,0.97,,,VCT 2025: China Kickoff,China
LuoK1ng,TE,201.4,1.13,,,VCT 2025: China Kickoff,China
heybay,TE,197.4,1.02,,,VCT 2025: China Kickoff,China
FengF,TE,225.7,1.13,,,VCT 2025: China Kickoff,China
Kai,TE,207.8,1.04,,,VCT 2025: China Kickoff,China
nobody,EDG,205.9,1.2,,,VCT 2025: China Kickoff,China
ZmjjKK,EDG,270.4,1.27,,,VCT 2025: China Kickoff,China
Smoggy,EDG,212.2,1.21,,,VCT 2025: China Kickoff,China
S1Mon,EDG,151.4,0.84,,,VCT 2025: China Kickoff,China
CHICHOO,EDG,209.3,1.18,,,VCT 2025: China Kickoff,China
monk,AG,167.0,0.63,,,VCT 2025: China Kickoff,China
nizhaoTZH,AG,131.0,0.42,,,VCT 2025: China Kickoff,China
happywei,XLG,239.4,1.32,,,VCT 2025: China Kickoff,China
5CM,TYL,160.8,0.71,,,VCT 2025: China Kickoff,China
YOU,XLG,166.9,0.9,,,VCT 2025: China Kickoff,China
coconut,XLG,192.8,1.01,,,VCT 2025: China Kickoff,China
Viva,XLG,163.1,0.92,,,VCT 2025: China Kickoff,China
Spring,WOL,225.8,1.02,,,VCT 2025: China Kickoff,China
Yuicaw,WOL,180.4,0.8,,,VCT 2025: China Kickoff,China
SiuFatBB,WOL,152.8,0.8,,,VCT 2025: China Kickoff,China
Lysoar,WOL,198.6,0.8,,,VCT 2025: China Kickoff,China
Juicy,WOL,186.6,0.94,,,VCT 2025: China Kickoff,China
Ninebody,TYL,193.3,0.92,,,VCT 2025: China Kickoff,China
zjc,TYL,203.3,0.85,,,VCT 2025: China Kickoff,China
Eren,TYL,165.5,0.81,,,VCT 2025: China Kickoff,China
slowly,TYL,225.8,1.19,,,VCT 2025: China Kickoff,China
B1ack,TEC,189.6,0.93,,,VCT 2025: China Kickoff,China
SpiritZ1,DRG,179.1,0.89,,,VCT 2025: China Kickoff,China
Abo,TEC,188.7,0.9,,,VCT 2025: China Kickoff,China
Rb,TEC,194.0,0.94,,,VCT 2025: China Kickoff,China
Haodong,TEC,198.3,1.03,,,VCT 2025: China Kickoff,China
Dynamite,TEC,179.3,0.82,,,VCT 2025: China Kickoff,China
stew,JDG,250.5,1.4,,,VCT 2025: China Kickoff,China
jkuro,JDG,201.6,0.89,,,VCT 2025: China Kickoff,China
Z1yan,JDG,225.1,1.23,,,VCT 2025: China Kickoff,China
MrCANI,JDG,131.3,0.61,,,VCT 2025: China Kickoff,China
Babyblue,JDG,185.3,0.91,,,VCT 2025: China Kickoff,China
vo0kashu,DRG,210.3,1.1,,,VCT 2025: China Kickoff,China
Flex1n,DRG,195.9,1.03,,,VCT 2025: China Kickoff,China
TvirusLuke,DRG,192.5,0.88,,,VCT 2025: China Kickoff,China
Nicc,DRG,193.8,0.98,,,VCT 2025: China Kickoff,China
bunt,AG,121.7,0.49,,,VCT 2025: China Kickoff,China
